Obra;Bloco;Unidade;Id_Contrato_Vencimento;Contrato;DataVencimento;ValorPrestacao;Principal;JurosTP;Variacoes;Seguros;Descontos;Multa;JurosMora;ProRataIndice;ProRataContrato;ValorPresente;IndiceReajuste;SituacaoParcela;BoletoJM;VencimentoJM;Periodicidade;TipoContrato;TipoEmprestimo;TipoBloqueio;CRM_ProcessamentoPendente;CRM_Operacao;CRM_ParcelaId;CreatedOn;ModifiedOn;GeradoPor;IDRENEG;DataRenegociacao;ValorAbono;ValorAcrescimo;VLRABONOMULTA;VLRABONOJUROS;VLRABONOPRORATA;TX_JUROS;TX_ENCARGOS;MotivoRenegociacao
8427;5;00308E;100000001120120000000;1000000011201;2012-06-12 00:00:00.000;1772.33;1213.00;0.00;559.33;0.00;0.00;35.45;866.43;0.00;7.98;2682.19;INCC2     ;PA        ;d;d;MENSAL;PCV;PCV;20;0;I;81303BE1-0C76-E411-8D14-001DD8300004;2014-11-26 18:47:30.517;2015-09-25 02:19:52.623;d;d;d;d;d;d;d;d;d;d;d
8427;5;00308E;100000001120520000000;1000000011205;2012-10-01 00:00:00.000;10.16;0.00;0.00;10.16;0.00;0.00;0.20;4.15;0.00;0.06;14.57;IGPM2     ;VR        ;d;d;UNICA;PCV;PCV;20;0;I;88303BE1-0C76-E411-8D14-001DD8300004;2014-11-26 18:47:30.520;2015-07-30 00:42:38.840;d;d;d;d;d;d;d;d;d;d;d
8427;5;00308E;100000001121020000000;1000000011210;2013-03-01 00:00:00.000;583.98;377.67;22.02;184.29;0.00;0.00;11.68;213.12;0.01;4.46;813.24;IGPM2     ;PA        ;d;d;UNICA;PCV;PCV;20;0;I;8B303BE1-0C76-E411-8D14-001DD8300004;2014-11-26 18:47:30.520;2015-09-25 02:19:52.767;d;d;d;d;d;d;d;d;d;d;d
7957;3;111;100000001454720000000;1000000014547;2015-02-01 00:00:00.000;10313.58;7318.36;69.44;2925.78;0.00;0.00;206.27;6.84;0.00;0.00;10532.00;IGPM1     ;PA        ;d;d;MENSAL;PCV;PCV;d;0;I;76EEDEF5-B2AA-E411-AE26-001DD8300006;2015-02-02 02:28:49.540;2015-02-03 02:31:39.070;d;d;d;d;d;d;d;d;d;d;d
7957;3;111;100000001454720000000;1000000014547;2015-03-01 00:00:00.000;79.58;0.00;0.00;79.58;0.00;0.00;1.59;0.05;0.00;0.00;81.23;IGPM1     ;VR        ;d;d;MENSAL;PCV;PCV;d;0;I;5CB1D2F8-C0C0-E411-AE26-001DD8300006;2015-03-02 02:35:20.767;2015-03-03 02:34:40.863;d;d;d;d;d;d;d;d;d;d;d
5988;6;42;100000001586420000000;1000000015864;2014-01-01 00:00:00.000;13740.84;24012.47;9638.80;-19910.43;0.00;0.00;274.82;2206.56;0.00;0.00;16258.71;IGPM1     ;AM        ;X;2015-03-25 00:00:00.000;ANUAL;PCV;ALF;20;0;I;DC713E30-5375-E411-8D14-001DD8300004;2014-11-24 17:54:44.750;2015-03-26 01:38:45.903;d;d;d;d;d;d;d;d;d;d;d
5988;6;42;100000001586420000000;1000000015864;2015-01-01 00:00:00.000;33151.56;18992.69;4831.74;9327.13;0.00;0.00;663.03;936.62;0.00;0.00;34829.38;IGPM1     ;PA        ;X;2015-03-25 00:00:00.000;ANUAL;PCV;ALF;20;0;I;8AC10B34-5392-E411-B2D5-001DD8300006;2015-01-02 02:46:44.970;2015-03-26 01:38:45.947;d;d;d;d;d;d;d;d;d;d;d
5988;6;42;100000001586420000000;1000000015864;2015-04-01 00:00:00.000;56.74;0.00;0.00;0.00;60.25;0.00;1.13;2.13;0.00;0.27;60.27;IGPM1     ;PA        ;X;2015-07-20 00:00:00.000;ANUAL;PCV;ALF;d;0;I;17424B66-CDEF-E411-93FC-001DD8200000;2015-05-01 01:44:17.367;2015-07-21 02:00:45.557;d;d;d;d;d;d;d;d;d;d;d
5988;6;42;100000001586420000000;1000000015864;2015-05-04 00:00:00.000;21.74;0.00;0.00;0.00;22.82;0.00;0.43;0.57;0.00;0.09;22.83;IGPM1     ;PA        ;X;2015-07-20 00:00:00.000;ANUAL;PCV;ALF;d;0;I;4D805ADA-F0F2-E411-93FA-005056200003;2015-05-05 01:41:36.063;2015-07-21 02:00:45.637;d;d;d;d;d;d;d;d;d;d;d
5988;6;42;100000001586420000000;1000000015864;2015-07-01 00:00:00.000;22.46;0.00;0.00;0.00;23.03;0.00;0.45;0.07;0.00;0.05;23.03;IGPM1     ;PA        ;d;d;ANUAL;PCV;ALF;d;0;I;22CB09D6-8C20-E511-93FC-001DD8200000;2015-07-02 02:07:36.650;2015-07-10 02:18:35.403;d;d;d;d;d;d;d;d;d;d;d
5988;6;42;100000001586420000000;1000000015864;2015-07-13 00:00:00.000;-0.14;0.00;0.00;-0.14;0.00;0.00;0.00;0.00;0.01;0.00;-0.14;IGPM1     ;PA        ;d;d;ANUAL;PCV;ALF;d;0;I;F388CD35-0C31-E511-93FA-005056200003;2015-07-23 02:02:05.827;2015-07-24 02:00:13.187;d;d;d;d;d;d;d;d;d;d;d
5988;6;42;100000001586420000000;1000000015864;2015-09-01 00:00:00.000;23.24;0.00;0.00;0.00;24.67;0.00;0.46;0.82;0.01;0.16;24.68;IGPM1     ;PA        ;d;d;ANUAL;PCV;ALF;d;0;I;EA40FE19-2951-E511-93FD-001DD8200000;2015-09-02 01:08:09.440;2015-12-14 02:32:49.890;d;d;d;d;d;d;d;d;d;d;d
5988;6;42;100000001586420000000;1000000015864;2015-10-01 00:00:00.000;23.50;0.00;0.00;0.00;24.70;0.00;0.47;0.58;0.01;0.16;24.71;IGPM1     ;PA        ;d;d;ANUAL;PCV;ALF;d;0;I;5DB7B68C-D06B-E511-93FD-005056200003;2015-09-23 03:17:44.370;2015-12-14 02:32:49.890;d;d;d;d;d;d;d;d;d;d;d
5988;6;42;100000001586420000000;1000000015864;2015-11-03 00:00:00.000;23.98;0.00;0.00;0.00;24.92;0.00;0.48;0.33;0.01;0.14;24.93;IGPM1     ;PA        ;d;d;ANUAL;PCV;ALF;d;0;I;8DC86935-368A-E511-93FE-001DD8200003;2015-10-08 02:29:39.520;2015-12-14 02:32:49.890;d;d;d;d;d;d;d;d;d;d;d
5988;6;42;100000001586420000000;1000000015864;2015-12-01 00:00:00.000;24.72;0.00;0.00;0.00;25.48;0.00;0.49;0.11;0.01;0.17;25.49;IGPM1     ;PA        ;d;d;ANUAL;PCV;ALF;d;0;I;D7831C03-D297-E511-9400-001DD8200003;2015-11-08 02:35:16.027;2015-12-14 02:32:49.890;d;d;d;d;d;d;d;d;d;d;d
5988;6;42;100000001586420000000;1000000015864;2015-12-08 00:00:00.000;25.34;21271.83;2552.62;-23824.45;25.80;-0.24;0.00;0.00;0.01;0.28;25.56;IGPM1     ;PA        ;d;d;ANUAL;PCV;ALF;d;0;I;183E4C2A-D9A8-E511-9408-001DD8200001;2015-12-10 02:32:57.707;2015-12-23 02:33:09.600;d;d;d;d;d;d;d;d;d;d;d
5988;6;42;100000001586420000000;1000000015864;2016-01-01 00:00:00.000;207.05;0.00;0.00;207.05;0.00;-1.95;0.00;0.00;0.01;1.35;207.30;IGPM1     ;VR        ;d;d;ANUAL;PCV;ALF;d;0;I;2FF3CEC6-43B5-E511-9408-001DD8200001;2015-09-23 03:17:44.390;2015-12-14 02:32:49.890;d;d;d;d;d;d;d;d;d;d;d
8874;1;108;100000001833020000000;1000000018330;2010-03-05 00:00:00.000;2067.14;1000.00;0.00;1067.14;0.00;0.00;41.34;5980.52;0.01;46.03;8135.03;INCC1     ;d;d;d;MENSAL;PCV;RNP;3;0;U;4A9AC034-1376-E411-8D14-001DD8300004;2014-11-26 19:58:19.470;2021-05-24 01:06:22.817;d;0;1900-01-01 00:00:00.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;d
7938;1;133;100000001863920000000;1000000018639;2014-12-25 00:00:00.000;12695.99;8179.92;1156.28;3359.79;0.00;0.00;253.92;8.42;0.00;0.00;12966.76;IGPM1     ;PA        ;d;d;MENSAL;PCV;ALF;d;0;I;C99663C5-CE8C-E411-8D14-001DD8300004;2014-12-26 02:04:43.480;2014-12-27 02:01:15.320;d;d;d;d;d;d;d;d;d;d;d
7938;1;133;100000001863920000000;1000000018639;2015-01-25 00:00:00.000;12910.66;8257.54;1078.66;3574.46;0.00;0.00;258.21;8.57;0.00;0.00;13182.87;IGPM1     ;PA        ;d;d;MENSAL;PCV;ALF;d;0;I;EC714151-33A5-E411-8D14-001DD8300004;2015-01-26 02:31:34.970;2015-01-27 02:20:47.283;d;d;d;d;d;d;d;d;d;d;d
7938;1;133;100000001863920000000;1000000018639;2015-02-25 00:00:00.000;12944.07;8335.89;1000.31;3607.87;0.00;0.00;258.88;4.29;0.00;0.00;13210.57;IGPM1     ;PA        ;d;d;MENSAL;PCV;ALF;d;0;I;15366EC0-96BD-E411-AE26-001DD8300006;2015-02-26 02:22:40.980;2015-02-26 02:22:40.980;d;d;d;d;d;d;d;d;d;d;d
7938;1;133;100000001863920000000;1000000018639;2015-03-25 00:00:00.000;13060.77;8414.99;921.21;3724.57;0.00;0.00;261.22;4.33;0.00;0.00;13327.52;IGPM1     ;PA        ;d;d;MENSAL;PCV;ALF;d;0;I;AE5AAFBF-82D3-E411-93F9-001DD8200000;2015-03-26 01:08:31.660;2015-03-26 01:08:31.660;d;d;d;d;d;d;d;d;d;d;d
7938;1;133;100000001863920000000;1000000018639;2015-04-25 00:00:00.000;13031.61;8494.84;841.36;3695.41;0.00;0.00;260.63;12.97;0.00;0.00;13318.19;IGPM1     ;PA        ;d;d;MENSAL;PCV;ALF;d;0;I;C6C16CC0-A7EC-E411-93FA-005056200003;2015-04-27 01:07:01.010;2015-04-28 01:11:25.810;d;d;d;d;d;d;d;d;d;d;d
7938;1;133;100000001863920000000;1000000018639;2015-05-25 00:00:00.000;13301.48;8575.44;760.76;3917.13;49.15;0.00;266.03;4.41;0.00;5.26;13577.18;IGPM1     ;PA        ;d;d;MENSAL;PCV;ALF;d;0;I;FE1C548F-D203-E511-93FC-001DD8200000;2015-05-26 12:36:04.063;2015-05-26 12:36:04.063;d;d;d;d;d;d;d;d;d;d;d
7938;1;133;100000001863920000000;1000000018639;2015-06-25 00:00:00.000;13478.10;8656.82;679.38;4097.39;45.42;0.00;269.56;4.47;0.00;1.88;13754.01;IGPM1     ;PA        ;d;d;MENSAL;PCV;ALF;d;0;I;A7AE4B0C-D61B-E511-93FC-001DD8200000;2015-06-26 01:14:57.710;2015-06-26 01:14:57.710;d;d;d;d;d;d;d;d;d;d;d
7938;1;133;100000001863920000000;1000000018639;2015-07-25 00:00:00.000;13427.29;8738.96;597.24;4050.67;41.30;0.00;268.55;13.37;0.00;9.16;13718.37;IGPM1     ;PA        ;d;d;MENSAL;PCV;ALF;d;0;I;7B27F06F-6933-E511-93FD-001DD8200000;2015-07-26 01:19:03.257;2015-07-28 01:20:03.300;d;d;d;d;d;d;d;d;d;d;d
7938;1;133;100000001863920000000;1000000018639;2015-08-25 00:00:00.000;13547.98;8821.88;514.32;4175.48;37.05;0.00;270.96;4.49;0.00;3.17;13826.60;IGPM1     ;PA        ;d;d;MENSAL;PCV;ALF;d;0;I;d;2015-08-26 01:17:06.340;2015-08-26 01:17:06.340;d;d;d;d;d;d;d;d;d;d;d
7938;1;133;100000001863920000000;1000000018639;2015-09-25 00:00:00.000;13639.82;8905.59;430.61;4271.49;32.78;0.00;272.80;4.52;0.00;1.30;13918.44;IGPM1     ;PA        ;d;d;MENSAL;PCV;ALF;d;0;I;61D5B5C1-DF63-E511-93FD-005056200003;2015-09-23 02:31:37.050;2015-09-26 02:03:11.527;d;d;d;d;d;d;d;d;d;d;d
7938;1;133;100000001863920000000;1000000018639;2015-10-25 00:00:00.000;13617.34;8990.09;346.11;4253.40;28.33;0.00;272.35;9.04;0.00;8.76;13907.49;IGPM1     ;PA        ;d;d;MENSAL;PCV;ALF;d;0;I;D0678A4E-727D-E511-93FD-005056200003;2015-09-23 02:31:37.067;2015-10-28 10:48:27.610;ANDERSONAL;d;d;d;d;d;d;d;d;d;d
7938;1;133;100000001863920000000;1000000018639;2015-11-25 00:00:00.000;13834.47;9075.40;260.80;4474.85;23.91;0.00;276.69;4.59;0.00;8.81;14124.56;IGPM1     ;PA        ;d;d;MENSAL;PCV;ALF;d;0;I;D9FF553B-1993-E511-9400-001DD8200003;2015-09-23 02:31:37.083;2015-11-26 02:18:35.700;d;d;d;d;d;d;d;d;d;d;d
7938;1;133;100000001863920000000;1000000018639;2015-12-25 00:00:00.000;14221.29;9161.51;174.69;4865.90;19.64;0.00;284.43;18.88;0.00;29.24;14553.84;IGPM1     ;PA        ;d;d;MENSAL;PCV;ALF;d;0;I;BA37D32E-6AAD-E511-93FF-001DD8200008;2015-09-23 02:31:37.100;2015-12-29 02:18:23.200;d;d;d;d;d;d;d;d;d;d;d
7938;1;133;100000001863920000000;1000000018639;2016-01-25 00:00:00.000;14366.13;9248.39;87.76;5029.98;0.00;0.00;287.32;9.53;0.00;4.78;14667.76;IGPM1     ;PA        ;d;d;MENSAL;PCV;ALF;d;0;I;EB19CCFA-10C4-E511-93FF-001DD8200008;2015-09-23 02:31:37.120;2016-01-27 02:33:21.573;d;d;d;d;d;d;d;d;d;d;d
7938;1;133;100000001863920000000;1000000018639;2016-02-25 00:00:00.000;80.58;0.00;0.00;70.70;9.88;-0.76;0.00;0.00;0.00;0.00;79.82;IGPM1     ;PA        ;d;d;MENSAL;PCV;ALF;d;0;I;24CB91E4-75DC-E511-9409-005056200001;2016-01-02 02:18:24.803;2016-01-12 02:18:16.177;d;d;d;d;d;d;d;d;d;d;d
9168;1;1205;100000001925520000000;1000000019255;2010-07-05 00:00:00.000;7.87;0.00;0.00;7.87;0.00;0.00;0.16;6.74;0.00;0.02;14.79;INCC1     ;VR        ;d;d;MENSAL;MOD;MOD;20;0;I;AE1F3E62-7375-E411-B2D5-001DD8300006;2014-11-24 17:56:20.317;2015-08-13 03:13:47.807;d;d;d;d;d;d;d;d;d;d;d
9168;1;1205;100000001925520000000;1000000019255;2010-08-10 00:00:00.000;4.82;0.00;0.00;4.82;0.00;0.00;0.10;4.02;0.00;0.00;8.94;INCC1     ;VR        ;d;d;MENSAL;MOD;MOD;20;0;I;CD1F3E62-7375-E411-B2D5-001DD8300006;2014-11-24 17:56:20.317;2015-08-12 02:44:44.120;d;d;d;d;d;d;d;d;d;d;d
8629;1;44;100000002071920000000;1000000020719;2012-10-05 00:00:00.000;1272.16;1272.16;0.00;0.00;0.00;0.00;25.44;399.28;0.00;0.00;1697.23;INCC1     ;PA        ;d;d;MENSAL;PCV;PCV;d;0;I;C3946A9A-5E75-E411-B2D5-001DD8300006;2014-11-24 17:53:14.180;2015-01-06 01:56:20.050;d;d;d;d;d;d;d;d;d;d;d
8101;1;111;100000002194820000000;1000000021948;2013-11-01 00:00:00.000;66041.13;40636.36;0.00;25404.77;0.00;0.00;1320.82;42104.90;0.00;189.72;109656.57;IGPM1     ;PA        ;d;d;UNICA;PCV;PCV;d;0;I;040656A3-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:08.753;2017-11-27 01:03:53.400;d;0;1900-01-01 00:00:00.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;d
8101;1;111;100000002194820000000;1000000021948;2013-12-01 00:00:00.000;141.25;0.00;0.00;141.25;0.00;0.00;2.83;87.76;0.00;0.40;232.24;IGPM1     ;VR        ;d;d;UNICA;PCV;PCV;d;0;I;050656A3-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:08.757;2017-11-27 01:03:53.400;d;0;1900-01-01 00:00:00.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;d
8101;5;310;100000002230720000000;1000000022307;2012-11-01 00:00:00.000;32320.10;21675.61;0.00;10644.49;0.00;0.00;646.40;14122.31;0.01;432.36;47521.17;INCC1     ;PA        ;d;d;ANUAL;PCV;PCV;20;0;I;A38E46AF-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:18.370;2015-10-30 02:38:52.903;d;d;d;d;d;d;d;d;d;d;d
8101;5;310;100000002230720000000;1000000022307;2012-12-01 00:00:00.000;56.31;0.00;0.00;56.31;0.00;0.00;1.13;23.80;0.01;0.75;81.99;INCC1     ;VR        ;d;d;ANUAL;PCV;PCV;20;0;I;A48E46AF-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:18.373;2015-10-30 02:38:52.903;d;d;d;d;d;d;d;d;d;d;d
8101;5;310;100000002231120000000;1000000022311;2013-11-01 00:00:00.000;21712.45;14600.00;0.00;7112.45;0.00;0.00;434.25;5929.85;0.01;257.80;28334.35;IGPM1     ;PA        ;d;d;UNICA;PCV;PCV;20;0;I;A88E46AF-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:18.373;2015-10-30 02:38:52.903;d;d;d;d;d;d;d;d;d;d;d
8101;5;108;100000002247920000000;1000000022479;2012-11-01 00:00:00.000;3180.37;2132.80;0.00;1047.57;0.00;0.00;63.61;1389.67;0.01;42.55;4676.20;INCC1     ;PA        ;d;d;MENSAL;PCV;PCV;d;0;I;A18B46AF-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:16.890;2015-10-30 02:38:52.683;d;d;d;d;d;d;d;d;d;d;
8101;5;108;100000002247920000000;1000000022479;2012-12-01 00:00:00.000;5.54;0.00;0.00;5.54;0.00;0.00;0.11;2.34;0.01;0.07;8.06;INCC1     ;VR        ;;;MENSAL;PCV;PCV;;0;I;A48B46AF-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:16.890;2015-10-28 22:58:19.757;ANDERSONAL;;;;;;;;;;
8101;5;108;100000002248120000000;1000000022481;2012-11-01 00:00:00.000;19078.32;12794.94;0.00;6283.38;0.00;0.00;381.57;8336.30;0.01;255.22;28051.41;INCC1     ;PA        ;;;ANUAL;PCV;PCV;;0;I;A78B46AF-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:16.893;2015-10-30 02:38:52.683;;;;;;;;;;;
8101;5;108;100000002248120000000;1000000022481;2012-12-01 00:00:00.000;33.24;0.00;0.00;33.24;0.00;0.00;0.66;14.05;0.01;0.44;48.39;INCC1     ;VR        ;;;ANUAL;PCV;PCV;;0;I;A98B46AF-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:16.893;2015-10-30 02:38:52.683;;;;;;;;;;;
8101;5;108;100000002248520000000;1000000022485;2013-11-01 00:00:00.000;45667.41;30707.87;0.00;14959.54;0.00;0.00;913.35;12472.15;0.01;542.22;59595.13;IGPM1     ;PA        ;;;UNICA;PCV;PCV;;0;I;AA8B46AF-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:16.893;2015-10-30 02:38:52.683;;;;;;;;;;;
8101;5;108;100000002248520000000;1000000022485;2013-12-01 00:00:00.000;106.74;0.00;0.00;106.74;0.00;0.00;2.13;27.81;0.01;1.25;137.93;IGPM1     ;VR        ;;;UNICA;PCV;PCV;;0;I;AF8B46AF-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:16.893;2015-10-30 02:38:52.687;;;;;;;;;;;
8101;3;110;100000002329020000000;1000000023290;2012-11-01 00:00:00.000;4203.81;3016.71;0.00;1187.10;0.00;0.00;84.08;1224.97;0.00;0.00;5532.61;INCC1     ;PA        ;;;MENSAL;PCV;PCV;20;0;I;FD494EA9-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:14.357;2014-12-12 03:56:37.997;;;;;;;;;;;
8101;3;110;100000002329020000000;1000000023290;2012-12-01 00:00:00.000;7.84;0.00;0.00;7.84;0.00;0.00;0.16;2.18;0.00;0.00;10.22;INCC1     ;VR        ;;;MENSAL;PCV;PCV;20;0;I;034A4EA9-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:14.360;2014-12-12 03:56:38.013;;;;;;;;;;;
8101;3;110;100000002329220000000;1000000023292;2012-11-01 00:00:00.000;25217.87;18097.62;0.00;7120.25;0.00;0.00;504.36;7348.38;0.00;0.00;33189.08;INCC1     ;PA        ;;;ANUAL;PCV;PCV;20;0;I;0A4A4EA9-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:14.360;2014-12-12 03:56:38.030;;;;;;;;;;;
8101;3;110;100000002329220000000;1000000023292;2012-12-01 00:00:00.000;47.01;0.00;0.00;47.01;0.00;0.00;0.94;13.10;0.00;0.00;61.27;INCC1     ;VR        ;;;ANUAL;PCV;PCV;20;0;I;0D4A4EA9-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:14.360;2014-12-12 03:56:38.043;;;;;;;;;;;
8101;3;110;100000002329420000000;1000000023294;2013-11-01 00:00:00.000;60363.55;43434.30;0.00;16929.25;0.00;0.00;1207.27;8701.35;0.00;0.00;70523.90;IGPM1     ;PA        ;;;UNICA;PCV;PCV;20;0;I;124A4EA9-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:14.360;2014-12-12 03:56:38.060;;;;;;;;;;;
8101;3;110;100000002329420000000;1000000023294;2013-12-01 00:00:00.000;150.97;0.00;0.00;150.97;0.00;0.00;3.02;20.05;0.00;0.00;174.66;IGPM1     ;VR        ;;;UNICA;PCV;PCV;20;0;I;194A4EA9-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:14.360;2014-12-12 03:56:38.077;;;;;;;;;;;
8101;5;402;100000002336120000000;1000000023361;2012-11-01 00:00:00.000;4127.39;2961.86;0.00;1165.53;0.00;0.00;82.55;1202.70;0.00;0.00;5432.03;INCC1     ;PA        ;;;MENSAL;PCV;PCV;20;0;I;9A8D46AF-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:18.710;2014-12-12 03:56:58.913;;;;;;;;;;;
8101;5;402;100000002336120000000;1000000023361;2012-12-01 00:00:00.000;7.69;0.00;0.00;7.69;0.00;0.00;0.15;2.14;0.00;0.00;10.02;INCC1     ;VR        ;;;MENSAL;PCV;PCV;20;0;I;9F8D46AF-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:18.710;2014-12-12 03:56:58.930;;;;;;;;;;;
8101;5;402;100000002336320000000;1000000023363;2012-11-01 00:00:00.000;24759.41;17768.58;0.00;6990.83;0.00;0.00;495.19;7214.78;0.00;0.00;32585.69;INCC1     ;PA        ;;;ANUAL;PCV;PCV;20;0;I;A18D46AF-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:18.713;2014-12-12 03:56:58.943;;;;;;;;;;;
8101;5;402;100000002336320000000;1000000023363;2012-12-01 00:00:00.000;46.16;0.00;0.00;46.16;0.00;0.00;0.92;12.86;0.00;0.00;60.15;INCC1     ;VR        ;;;ANUAL;PCV;PCV;20;0;I;A78D46AF-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:18.713;2014-12-12 03:56:58.960;;;;;;;;;;;
8101;5;402;100000002336520000000;1000000023365;2013-11-01 00:00:00.000;59266.09;42644.60;0.00;16621.49;0.00;0.00;1185.32;8543.15;0.00;0.00;69241.72;IGPM1     ;PA        ;;;UNICA;PCV;PCV;20;0;I;A88D46AF-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:18.713;2014-12-12 03:56:58.973;;;;;;;;;;;
8101;5;402;100000002336520000000;1000000023365;2013-12-01 00:00:00.000;148.23;0.00;0.00;148.23;0.00;0.00;2.96;19.69;0.00;0.00;171.49;IGPM1     ;VR        ;;;UNICA;PCV;PCV;20;0;I;AF8D46AF-5875-E411-B2D5-001DD8300006;2014-11-24 18:04:18.713;2014-12-12 03:56:58.990;;;;;;;;;;;
9035;1;57;100000002432120000000;1000000024321;2014-04-30 00:00:00.000;19.19;1238.06;613.32;-1832.19;0.00;0.00;0.38;1.40;0.00;0.00;20.97;IGPM1     ;CM        ;;;MENSAL;PCV;PCV;20;0;I;526A50B2-5E75-E411-B2D5-001DD8300006;2014-11-24 17:57:25.533;2014-11-28 13:08:18.527;;;;;;;;;;;
9035;1;57;100000002432120000000;1000000024321;2014-12-30 00:00:00.000;2518.85;1335.22;516.16;667.47;0.00;0.00;50.38;0.84;0.00;0.00;2570.91;IGPM1     ;PA        ;;;MENSAL;PCV;PCV;;0;I;6778B203-C390-E411-B2D5-001DD8300006;2014-12-31 02:47:53.367;2014-12-31 02:47:53.367;;;;;;;;;;;
9035;1;57;100000002432120000000;1000000024321;2015-01-30 00:00:00.000;2561.51;1347.89;503.49;710.13;0.00;0.00;51.23;0.85;0.00;0.00;2614.13;IGPM1     ;PA        ;;;MENSAL;PCV;PCV;;0;I;9F8440E0-1DA9-E411-8D14-001DD8300004;2015-01-31 02:41:30.717;2015-01-31 02:41:30.717;;;;;;;;;;;
9035;1;57;100000002432120000000;1000000024321;2015-02-28 00:00:00.000;2568.17;1360.68;490.70;716.79;0.00;0.00;51.36;2.56;0.00;0.00;2622.09;IGPM1     ;PA        ;;;MENSAL;PCV;PCV;;0;I;9141DB5F-F3BF-E411-AE26-001DD8300006;2015-03-01 03:01:30.117;2015-03-03 03:07:07.430;;;;;;;;;;;
9035;1;57;100000002432120000000;1000000024321;2015-03-30 00:00:00.000;2591.32;1373.59;477.79;739.94;0.00;0.00;51.83;0.86;0.00;0.00;2644.25;IGPM1     ;PA        ;;;MENSAL;PCV;PCV;;0;I;25F27A36-73D7-E411-93F9-001DD8200000;2015-03-31 02:02:14.290;2015-03-31 02:02:14.290;;;;;;;;;;;
9035;1;57;100000002432120000000;1000000024321;2015-04-30 00:00:00.000;2585.50;1386.62;464.76;734.12;0.00;0.00;51.71;3.43;0.00;0.00;2640.64;IGPM1     ;PA        ;;;MENSAL;PCV;PCV;;0;I;696EB4F0-CEEF-E411-93FC-001DD8200000;2015-05-01 02:04:31.627;2015-05-04 02:10:06.620;;;;;;;;;;;
9035;1;57;100000002432120000000;1000000024321;2015-05-30 00:00:00.000;10.78;1399.78;451.60;-1840.60;0.00;0.00;0.22;0.01;0.00;0.00;11.01;IGPM1     ;CM        ;;;MENSAL;PCV;PCV;;0;I;918B45EF-6507-E511-93FA-005056200003;2015-05-31 02:30:07.260;2015-06-03 02:16:05.917;;;;;;;;;;;
9035;1;57;100000002432120000000;1000000024321;2015-06-30 00:00:00.000;2665.29;1413.06;438.32;813.91;0.00;0.00;53.31;0.88;0.00;0.00;2719.48;IGPM1     ;PA        ;;;MENSAL;PCV;PCV;;0;I;4B224ACD-C71F-E511-93FC-001DD8200000;2015-07-01 02:42:37.027;2015-07-01 02:42:37.027;;;;;;;;;;;
9035;1;57;100000002432120000000;1000000024321;2015-07-30 00:00:00.000;2656.00;1426.47;424.91;804.62;0.00;0.00;53.12;0.88;0.00;0.60;2710.60;IGPM1     ;PA        ;;;MENSAL;PCV;PCV;;0;I;C84B9421-5437-E511-93FD-001DD8200000;2015-07-31 02:24:41.880;2015-07-31 02:24:41.880;;;;;;;;;;;
9035;1;57;100000002432120000000;1000000024321;2015-08-30 00:00:00.000;2680.69;1440.01;411.37;829.31;0.00;0.00;53.61;1.78;0.00;0.00;2736.08;IGPM1     ;PA        ;;;MENSAL;PCV;PCV;;0;I;F7D30A40-2050-E511-93FD-001DD8200000;2015-08-31 01:54:50.093;2015-09-01 08:00:31.030;;;;;;;;;;;
9035;1;57;100000002432120000000;1000000024321;2015-09-30 00:00:00.000;2699.81;1453.67;397.71;848.43;0.00;0.00;54.00;0.90;0.00;0.00;2754.71;IGPM1     ;PA        ;;;MENSAL;PCV;PCV;;0;I;91CFB5D8-5267-E511-93FD-005056200003;2015-09-23 03:36:13.200;2015-10-01 02:34:07.037;;;;;;;;;;;
9035;1;57;100000002432120000000;1000000024321;2015-10-30 00:00:00.000;2696.23;1467.46;383.92;844.85;0.00;0.00;53.92;0.89;0.00;0.87;2751.91;IGPM1     ;PA        ;;;MENSAL;PCV;PCV;;0;I;;2015-09-23 03:36:13.223;2015-10-31 02:19:45.070;;;;;;;;;;;
